ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error
100.19051050863592,0.7173286570955713,-51.375111350935825,0.7741801396178173,2.3323300908610216,1.749679648554192,9.842259317276874,1.6788646035777803,20.587318,20.875772,19.94874,0.9270325,0.28845406,0.6385784,,
100.33962548201129,1.0020005807355459,-51.28686128284162,1.0713917165300872,0.841140435393301,2.364077382668834,9.65919048077233,2.1871929930317426,20.79824,21.754107,19.448708,2.305399,0.95586586,1.3495331,,
100.19782934735639,1.9930416421667239,-51.38578807975251,2.2114181661085492,-14.666697062145126,3.448389844511484,-8.820007703518069,3.517541236911121,20.738466,21.346169,19.080093,2.2660751,0.60770226,1.6583729,,
100.35268416669619,0.32334968989960333,-51.28329667553288,0.3111501020305454,-2.8721313541713904,0.6975551583625877,2.549271989430701,0.6318658924971768,19.305532,20.18743,18.306437,1.8809929,0.881897,0.9990959,,
100.36020111948697,1.9037574894031541,-51.351568173031175,1.221417500085277,7.0643330313017545,3.5987339043820397,1.7285953311293452,3.214139082569663,20.784609,21.75112,19.723293,2.0278263,0.9665108,1.0613155,,
100.25943528851695,0.5248253508970087,-51.359261145020454,0.5365215586957012,0.08438140510698713,0.9647491128106924,1.487479364565719,0.9900512123788384,19.787703,19.908619,19.13294,0.77567863,0.12091637,0.65476227,,
100.26897734453004,0.7151624595341213,-51.31622985135455,0.7518121124613523,6.12640951774776,1.712571100746574,-2.0726959762282786,1.5554850820665005,20.534634,21.217688,19.4607,1.7569885,0.683054,1.0739346,,
100.23256501671287,0.09292682068159526,-51.36555816468484,0.11374211941088871,-0.6459033974090426,0.21093563697237888,4.6933110685572395,0.21172092731273226,17.88483,18.18745,17.432207,0.7552433,0.30261993,0.45262337,,
100.15843443266597,0.8119649647863976,-51.39070989882197,0.8668938125531455,2.8632817092968548,1.923897555828929,2.807835977999974,1.8606793662863335,20.643341,21.147295,19.49603,1.6512642,0.50395393,1.1473103,,
100.28030533908765,0.5871469746867407,-51.40512817730355,0.5871102944881119,-1.1427584278661065,1.301683947661088,0.4070788765490666,1.0535556544703926,20.33006,20.500452,19.329805,1.1706467,0.17039299,1.0002537,,
100.34571018011891,0.9525983243657559,-51.312109170934534,0.7444986286533456,1.1640444519507729,2.098529096006754,6.714244343305134,1.5191648305273586,20.699518,20.958967,19.22416,1.734808,0.259449,1.475359,,
100.33333844515998,1.3380920977771718,-51.379706896680005,2.6867510320023027,-2.150961534138717,3.3196647551325933,-4.188870099418746,4.354569609422754,20.989208,22.00235,19.88466,2.1176891,1.0131416,1.1045475,,
100.16031696643574,0.7430489179740938,-51.39392619137326,0.8390933606069882,0.10903688724518,1.7161611075581304,-1.4723792659616364,1.7481658195432261,20.587221,19.985577,19.617838,0.36773872,-0.6016445,0.96938324,,
100.24735532514383,0.8230568985613076,-51.32723068240997,0.7813791426298443,-3.114961995903778,1.88971379761584,1.9115581947779616,1.6216407943816813,20.374344,20.89383,18.77215,2.1216793,0.5194855,1.6021938,,
100.26133646934422,0.47881882816172966,-51.39411177853958,0.5514793035097065,2.9495928534387432,1.0698411110023789,0.4829476284071489,1.0194920599312707,20.263088,20.450617,19.629473,0.8211441,0.18752861,0.6336155,,
100.38420295355554,0.32852228619195667,-51.37118351884642,0.34177950134063084,2.0816569356706274,0.7365954973155618,2.920981072863361,0.6779036606801666,19.835796,20.259924,19.260878,0.9990463,0.42412758,0.57491875,,
100.40937089453105,0.47544968936240684,-51.355573227297874,0.42827442981092423,-0.5925155332137371,1.0903098233650317,4.441478173624372,0.8252345132248853,20.273993,20.499807,19.61334,0.886467,0.22581482,0.66065216,,
100.3522220531187,0.5388774480612495,-51.291629896873104,0.5190219038434392,2.20430169262077,1.1920463585300387,2.082088471299641,0.9793856292239674,20.337425,21.345213,19.210064,2.135149,1.0077877,1.1273613,,
100.20331603993344,0.5438604034448398,-51.40321168923822,0.8118433748954109,-0.7589963736311739,1.1980211737254425,-0.3663314814136983,1.1355682934855327,20.429846,20.481684,19.86186,0.61982346,0.05183792,0.56798553,,
100.32282018052604,1.4252220751127234,-51.32503088873356,1.2146090861271344,12.004890414525333,2.3250073325743323,8.094551616949003,1.8586591713084404,19.944824,20.803335,18.396845,2.4064903,0.858511,1.5479794,,
100.38024738714347,0.37493773580325773,-51.28935740105721,0.3362912986305147,-2.2714437067928737,0.8085222147989303,9.581384109535168,0.6456504258158471,19.801783,20.242956,19.053026,1.18993,0.44117355,0.7487564,,
100.39852840686149,0.5575242092829098,-51.429353938608045,0.5513586177003926,-1.850662525697968,1.2858856227184423,7.534585949261494,0.9948823881921978,20.471296,21.420069,19.515907,1.9041615,0.94877243,0.955389,,
100.35131619453335,0.6538737889195644,-51.33401002765094,0.6573104084616779,0.3218844741897088,1.423813891006591,3.410692320382641,1.1418771188891288,20.53483,21.369986,19.630125,1.7398605,0.8351555,0.90470505,,
100.32262735054506,0.5425529700538607,-51.33312433683664,0.5658762418915003,-1.412903083564299,1.15684449481888,1.7274549638813628,1.0209462064774761,20.123106,21.064888,19.023594,2.041294,0.941782,1.0995121,,
100.3290374431817,0.5164377817465298,-51.31565282104083,0.5038481817030522,-3.024636594512888,1.1126026754702474,9.525128709252398,1.0042929143557313,20.156675,21.250647,19.092434,2.1582127,1.0939713,1.0642414,,
