ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
210.31489382099906,0.40743212245288235,13.697464241304125,0.34660174018887546,-6.276043270291449,0.8934560619183679,-8.308409287936353,0.6464427639204675,19.474632,20.218243,18.38275
210.4621151965465,14.660100358680781,13.653494150216273,7.08572370280011,,,,,20.71736,20.75886,19.57798
210.35780288493768,0.21594608195817083,13.673813671846611,0.1777881178498034,-7.925345805121211,0.468557709587938,-0.8626623288230993,0.36631690202417794,18.346432,18.803167,17.634928
210.13720077413456,3.3385204384990437,13.660577286151602,3.868757614768809,,,,,19.961393,19.387587,17.842203
210.0580046768091,0.36799010160789997,13.684276453306044,0.36350548356373846,-11.918962963395986,0.8155955919124277,-2.4208448292337543,0.5730893245121647,19.17973,19.622564,18.592539
210.44200469555307,0.36974025042757536,13.662702624487544,0.27526568390875367,-16.74648773386768,0.7422539476490846,2.600140376232063,0.506499006861788,19.077204,19.413652,18.204374
210.09917041498187,0.3218707081997225,13.719915194126415,0.32341987109019316,-5.698082752226063,0.704756269283347,0.6509895434172291,0.49258918954794706,19.19693,20.157272,18.138412
210.4727572376587,0.7502463328301672,13.632675225249995,0.48308812369503457,-17.099029567002532,1.4546453486737763,-22.342912076024803,0.922877152692479,19.995125,20.392359,19.113537
210.0799332866365,0.04670845559203459,13.560672682912232,0.04734741143998312,-81.06997670279303,0.10510418262752318,-63.521508795246646,0.08856589709363072,12.047018,13.200792,10.989327
210.24593819289365,1.575318011225738,13.810706686454333,1.587735972103597,,,,,20.78711,21.571815,19.44724
210.1622648588359,0.19407687061916687,13.68045092046772,0.1725692186556276,-7.99143240143969,0.430174093178888,-10.713224267564255,0.28097992628029866,18.106905,18.78663,17.30162
210.2138936050511,0.29059106814807156,13.683607026777562,0.23424398075805783,2.482238039899382,0.6389696545306897,1.7989020172268013,0.44223811088213233,18.898087,20.064356,17.735521
210.3171936314745,1.076369367286373,13.72643880820079,0.8589532849027105,0.7799660463717835,2.3401816455916316,-4.496821658697239,1.654775248923492,20.178675,20.443161,18.837692
210.0686049107073,0.962055628973134,13.537222994129579,1.0147482211177874,-15.019221788670986,2.1630944109472727,-7.57779104684488,1.2714721002774378,20.081553,21.047659,18.623022
210.13462186354172,0.788183377090021,13.740604356957263,0.8189407492818414,-0.46878318245542694,1.8004975226110642,-1.0378501916157865,1.607682098602961,20.201933,21.143427,19.015907
210.36723750782247,0.3335782853650087,13.683785805174205,0.2703323775154597,6.751720602890834,0.6793553794796603,-4.647116389416134,0.5455531481117256,18.97182,19.74147,17.871084
210.07776618249173,0.18349838396711754,13.673494091712573,0.15829139626974373,-3.5612311310983187,0.4211537224983763,-1.2435311264681979,0.24636288988508323,18.099453,18.90509,17.20962
210.48849769472085,0.4753506680437665,13.635698226780326,0.2953967363855222,-15.363859944534493,0.80994598021845,-20.313447148161,0.5402963506507154,19.352207,19.810453,18.65997
210.34487727284898,0.4601756632792164,13.678081104641311,0.3753950887698917,-17.429078986649444,0.9888047308449889,0.683379929893201,0.7486909069304065,19.533077,20.90633,18.15505
210.26711645178887,1.7025235830171512,13.640285631157203,1.8771666211969953,,,,,20.77644,21.321243,19.29559
210.20532996106746,0.5260937554447201,13.691034735935148,0.4307027962907762,0.08699903813299381,1.183038667986146,-5.339916858045542,0.7987888279196855,19.779428,19.951994,19.177586
209.98784042912789,1.7255818886556207,13.624450586316554,1.8040876533450647,,,,,20.790201,20.95314,19.800697
210.13087579166105,0.7031524596523345,13.686867322166831,0.63950514377302,6.54259728525677,1.5584753319683815,-7.780094518560524,1.0099183165878474,19.855583,20.251566,18.638117
210.37495658082682,0.07912770970912811,13.72595538518216,0.0648868627073966,1.2809215171085433,0.17453776235382004,-16.60868467629546,0.13503375115282718,16.760187,17.144741,16.19417
210.06283784609013,1.05526142269969,13.647978085068408,1.2746943853084516,,,,,20.44635,20.540718,19.81623
210.29970300799036,0.5181171355041304,13.68824280248488,0.4108981792323592,0.6033575037302622,1.09429891377125,-8.597463646494495,0.7760379342045879,19.443913,20.241774,18.262653
210.0891050834966,0.02259820557429271,13.665814295456661,0.021009776444763914,-43.60092496664458,0.04970709457055946,-7.7213611742324995,0.04246511892528711,13.231665,13.576976,12.727635
209.93442600681763,0.04543411246664751,13.507455931440909,0.036049642494360455,6.6220801357351995,0.10642605037052255,-17.065168787617008,0.08342347871377402,15.635084,15.944024,15.145781
210.00780959911626,0.14737099954902877,13.642316493594317,0.16439189965039394,-12.230787964566805,0.32480599913781755,-16.912583062908652,0.22141156902258383,17.501453,18.30694,16.594234
210.00899775153604,0.0896925895156017,13.642584945151112,0.09321926945819471,-6.076012565663547,0.21057870277943297,-9.477787723089051,0.15528631174553867,16.95491,17.205688,16.520496
210.29379910403165,0.6943150437508465,13.78887872528104,0.5836888861700571,-9.825071515465046,1.2521807786323682,-7.030414094032627,1.0490613322456879,20.102673,20.946424,19.19088
209.96335832208086,0.033349403749972965,13.615599213402904,0.032739195528548426,-10.719913763906348,0.07270453238411166,-4.160235101232914,0.06178548665184188,14.275584,14.454619,13.945345
210.31900443438383,0.7315135815420947,13.695225586736626,0.5298980195026202,-1.3931977142406078,1.6079047299841223,0.6792816344153564,1.002415040997159,19.932207,20.059063,19.280058
210.33160826944098,0.04249896952175121,13.732824364852634,0.0361858950908569,-33.44134503202455,0.09643270922112147,33.13881773057833,0.0916916698044426,6.898726,7.391878,6.2928505
210.21281371971907,0.11546947775803817,13.620352486457486,0.10389505830042826,-2.661983317680719,0.25173927647807726,-2.352826237523557,0.17230748573310492,17.290703,17.85329,16.547703
210.11428406798183,2.343286913343632,13.703202184269815,2.6116534746261557,,,,,20.950998,21.637022,19.644262
210.1747463669857,0.4329358613781632,13.710598526806773,0.44555134554956827,3.0294285376322305,0.946030298284448,-4.882731854667292,0.6818619784304171,19.568756,19.794731,19.039734
210.34506219763372,1.4125489621525826,13.72388771413393,1.5442853269387584,-2.459524778381676,2.530224807019764,-1.4731153123178777,2.7946246631762195,20.46146,20.38252,19.197166
210.29792287560704,1.4020943245988657,13.767794708831783,1.70872221095695,-2.6396672703373234,3.1707110426784593,3.2198950043861947,3.8328574363176666,20.851387,21.245317,19.598888
210.48919020415826,0.9973815620709312,13.609339256431982,0.8267118922028375,10.042266991900657,1.8893763122755538,-10.621802430351188,1.8498394059933008,20.4027,20.782532,19.083265
210.31953863613813,1.0200554110545565,13.566311203598495,0.9421174854567143,-2.171644886407675,2.332410657187343,-10.767822422008365,2.4997441495368635,20.34104,21.135017,18.954552
210.29695452033926,0.861299477931113,13.783907948848658,0.5703196722324364,20.57280822715511,1.247941408936976,-14.940724313530724,0.99765793373656,20.003092,21.148024,18.633244
210.18807716402176,0.03265526831592489,13.724551469697749,0.027404045956774085,6.046493812891056,0.06876162349776388,-0.1680701564624595,0.058796497844349996,15.05384,15.370007,14.5756645
209.98639013468852,0.02819838345126994,13.555195324478648,0.027354638115328202,-10.807723490200088,0.06621277755065996,3.1405025658058174,0.054833157531752705,14.1684,14.606027,13.573271
210.1854540906649,0.1202051193646549,13.73408638015471,0.10022093424433424,-17.58490442663693,0.24681362767593373,-0.541668399222493,0.1867155982105187,17.615381,18.594482,16.598257
210.2387543694871,0.4477666642908236,13.794731948084962,0.38243749107963126,-19.250063990310665,0.8826208838342852,1.0158520969032359,0.6900062241186875,19.61189,21.021555,18.34346
210.03576640955976,0.034006247186108195,13.572908877822249,0.03673874078855995,-1.7181575090493357,0.07933632934892344,-3.951154115374438,0.06474555312884803,14.726373,15.285658,14.025272
210.30929830602372,0.7560310934084027,13.698425573603387,0.7205846052655911,-16.866285726821648,1.6212401308753888,-16.14326244877375,1.2575220555005289,20.003073,20.420057,19.085884
210.19154154354024,0.0925810766079542,13.664709239069431,0.09773447686474541,16.203582677654115,0.21783245920543967,-20.95289950628961,0.1596214811278786,16.880169,17.316172,16.278486
210.14556202146898,0.1147153993886688,13.67285992287961,0.1039310264375696,-1.6622367855818019,0.2482692851321061,-7.704311861206472,0.16948006753472963,17.31394,17.680096,16.793842
209.92770796544187,0.15707118863307593,13.528394138598898,0.11927773323214955,-10.075122719762593,0.36070884593576213,-6.810001133737037,0.27102640355111574,18.066444,18.331955,17.577343
209.91581479998192,0.11645663761835304,13.56316726048039,0.08850140924435428,-13.57479209575116,0.27855739594728646,-9.616453458819443,0.20922711617434359,17.591557,18.020046,16.922554
210.1195827422215,0.9748021981557378,13.655375823595552,1.1864228037128823,-4.49524550217836,2.477108804367118,-15.245988030605176,2.278958855695218,20.401886,20.321218,19.298681
210.161764148754,0.1093455678618718,13.780237041610135,0.09296028516912255,-10.521568624496899,0.22913672820194986,-3.4203926863628973,0.18426666744912154,17.474512,17.923851,16.879648
210.07616808235423,0.05512573079431131,13.597862402194883,0.04948923144227857,-4.404246475010287,0.1197237316823849,-7.551249428042681,0.08536842704699406,15.943818,16.1957,15.538154
210.41799780916116,0.2859384400199532,13.69871974828368,0.2169712304840271,-19.052856705457145,0.5834127515207834,-23.866157002999167,0.40178608901036694,18.797781,19.59728,17.52477
210.3438152243996,1.1290016858149259,13.696813705770005,0.9300048784649856,-17.842722225481477,2.1453773745828997,1.4629453773108279,2.1079025348596914,20.12225,20.591118,18.634724
210.15680216258204,0.04802711046803347,13.606975774654739,0.042996556104763266,-13.27851951421621,0.10465253729827845,-0.5087700282979213,0.07673705297535202,15.63624,15.955455,15.138521
210.10575928316803,0.7882257705664175,13.71604037767049,0.7523824450616761,-2.6019017740765955,1.803646791904354,-8.72366449443571,1.0658548631505145,19.876074,20.385294,18.474394
210.20053742461158,0.8637814321073817,13.514630035614372,0.7401614932537492,-4.247630865391364,1.7416013888681618,-6.200793010922972,1.14525407804862,18.880682,20.021923,17.444595
210.32384629745053,0.6613666437157201,13.695663858837909,0.5373114635320348,6.428678302316778,1.3552605266347983,-12.975671938807475,1.0065478591509933,19.938538,20.538568,18.859226
210.24155962042184,0.7119113827330062,13.67840052926579,0.6124194457903243,-15.415495312748323,1.5284064758841107,-1.2330142436093057,1.1014369833326696,20.16559,20.677322,19.415903
210.0644966402163,0.03716922382315379,13.61591057283777,0.03514266548530774,-14.628846816448227,0.08146309197694637,-17.87280252951707,0.07143000959281519,12.599327,13.058825,11.992091
210.3256629998428,0.5446683313383218,13.704586204836463,0.440089898470217,-11.014688533524359,1.039188496144546,-21.823776304812057,0.7835774160713097,19.69949,20.577387,18.628231
210.14321530007987,0.03839451546061885,13.746921440950809,0.036848459996232555,-5.208318669013742,0.07954385426124949,-3.7088653961796014,0.06817700036687906,15.288633,15.654956,14.740704
210.01433033518148,0.034885854087064266,13.583181341943012,0.033427864372716734,0.8545857390605366,0.08391240366621222,-8.723056064056422,0.06941579640805191,14.856438,15.210616,14.3445015
210.01305672520104,0.13217847487846524,13.59380674707498,0.12308282121759923,-10.31748275984363,0.2818889289190082,3.1536384832887,0.19477753793320918,17.3356,17.744623,16.740173
210.22013541312265,0.5239364437547753,13.827917292477016,0.4778338586329474,-31.997044397775866,0.976771367441994,-12.55993746330893,0.8704812069071783,19.899158,20.87582,18.520876
210.3608722021951,0.3000202340072493,13.69703755678892,0.25397910255964334,-4.342664446167083,0.6525900001320554,-3.2676945238965525,0.5231924859818056,18.897411,19.146223,18.41777
210.0464452132365,0.43156093479212826,13.648649216124415,0.33124204923606415,-20.597484181818317,0.9956212749024242,-1.4787994937713378,0.5144447494319035,19.13715,20.194456,18.028246
210.3462122675123,0.4363186256420091,13.641307407508588,0.37037924353249085,-2.2995595946446215,0.8903839450614174,-2.1900046943170755,0.7181765793840099,19.403692,19.574663,18.690163
210.24434559698085,1.0689140000867023,13.830552440463668,0.8902833506824189,-4.609497088352935,2.374276674691308,-3.125923976425072,1.6662875822055685,20.447891,21.147789,19.10741
210.13035883323172,0.3434523624972455,13.64171181042525,0.31171027205547913,-2.6290110772833426,0.7528885433657504,-2.1055447064397943,0.49642948757123717,18.827919,19.226551,18.206837
210.0457631906815,2.4814362733891278,13.657808135089526,2.061198520108283,,,,,20.103947,19.819628,18.264898
210.04356233847037,0.08222453562656372,13.556553303667235,0.08250859706510923,-2.2009638750542315,0.2023888428566456,-5.668075772463204,0.12541100681645975,16.432987,16.970133,15.7497835
210.4157874229796,1.038376483358083,13.639412631683477,0.8617079135689965,-2.6237659434225535,2.0861875492404356,-1.1294561887698578,1.5675388817750884,20.139297,20.278252,19.528221
210.29128107469847,0.5903865477755105,13.641229184019037,0.4789907259743769,-5.70601417203453,1.1947297150932135,-5.567295231862348,0.8677997116993696,19.808104,20.772032,18.520803
210.28147007505981,0.04347467246203156,13.610641063306137,0.03638653951275683,23.618945845824577,0.10031551881591261,-74.44508415034801,0.08189527458739657,14.975083,16.12275,13.908752
210.13064347493645,0.5277734158325581,13.565487531969431,0.5133821058091108,-0.547726503544797,1.1780690821049922,-2.8330531660296523,0.8180282285339804,19.748453,19.768078,19.197542
210.32160313523582,0.721999960411418,13.645285700937501,0.6028065493694643,-1.0893800691443007,1.5804399292360873,-5.93533143868181,1.186775645461623,20.097664,20.634367,19.271994
210.110072373639,6.244186609287851,13.680610802983107,3.3194593849463114,,,,,21.001486,,
210.3434020644776,0.27793869335352456,13.632640621433309,0.2415676639058817,-6.332336437475053,0.6023005387300663,-2.8841311558888094,0.4706284714124567,18.633749,18.933569,18.103634
210.10543139619003,1.4594619382219622,13.677108438437635,1.8140589591375047,,,,,20.779318,21.09149,19.540485
210.1569762747016,0.04132433035465838,13.510101799293595,0.03595032471821308,2.0308804214895484,0.09520146922534557,-22.54226211677497,0.06904919623143187,15.161333,15.563631,14.592759
210.16345940975827,1.1161413868472987,13.672366490394399,1.0361483322298173,-3.7939934066019343,2.5815816762583768,-1.7057745950618206,1.8053539061370094,20.500233,21.227615,19.349937
210.35760101691918,0.6309959652271573,13.65487487586631,0.5302858747127948,-35.53557095922037,1.3652460237233432,-2.9410257942723907,1.100145282600119,19.808823,20.239452,18.528393
210.39008261420997,0.08850188296955479,13.634089654594607,0.06673591993670326,11.252691343856334,0.1709114461231166,-22.380259666920104,0.1329007417796263,16.657845,17.548449,15.599425
210.27429557645374,0.13138504831935136,13.646195834577,0.10782483474690607,-12.40817920649176,0.2725055411388328,-10.136949165508772,0.20844922021455578,17.649609,18.140697,16.962034
210.10350140311508,0.9768232491591491,13.668156028841189,0.7730741045928675,-11.828482171356214,2.243117960013775,2.5069719658245644,1.2275271627986972,20.130402,21.508965,18.766953
210.01173271640175,2.2295519135325352,13.505248551696463,2.2444456640982167,,,,,19.716951,19.01248,17.596062
209.9810495248487,0.6924911655777765,13.528815811680223,0.582749603130048,-0.8336930106459359,1.6307668152099906,-2.4500370285863786,1.0725751150719547,20.165195,20.343575,19.418036
210.11889685909546,0.04009190810537404,13.645981895786196,0.036050855616389675,-16.853475505673593,0.08866699132915044,3.840616959122574,0.06655926703809498,15.354508,15.769059,14.777697
210.27202863636975,0.13268857043023904,13.718210169957347,0.09181095154382643,-1.2426377881698725,0.3158347754550228,-5.809021479361261,0.18212846140332561,17.191467,17.465105,16.71797
210.1567343929732,2.455790683179703,13.544221674407314,1.9909545626215577,,,,,19.431854,18.79392,17.345602
210.07229852116114,0.3645098272191295,13.708112355551489,0.3237553450882568,8.977820370877438,0.7765048749753224,-1.2943593146666728,0.5606856751280773,16.381664,16.702257,15.821261
210.38558653487004,0.061406927999986774,13.586288338645527,0.048891761930726606,-20.590652376974827,0.12173442211831734,-12.835516097961273,0.11343577062635014,15.843671,16.561636,15.021398
210.35300142036942,0.0991720652857814,13.754471649717654,0.07931568125486116,-19.38034385322647,0.20944704317886884,-8.386575550985802,0.15606196293833471,17.172794,18.23123,16.123762
210.3278492092202,3.2407654850463246,13.752472479402407,2.63582473019269,,,,,19.721212,19.002102,17.4107
210.13232628576526,4.890779400858594,13.531973995939746,3.6490571685733064,,,,,18.800041,,
210.31789171163038,0.3408461613418838,13.760272273928006,0.2795128568586067,1.9843682625330827,0.6867989394137711,-6.572356174415486,0.5384106682558522,16.326132,16.829226,15.450959
210.15496180703815,0.06397182466844753,13.55499335855759,0.057310542605837185,-6.970432266832015,0.14018525469470974,-14.502835583566393,0.0984804483468975,16.355907,17.051691,15.551731
210.41239717267803,0.36597334418907085,13.629234625025306,0.28509744379262353,-3.6949302244039632,0.7325799640541298,-2.540546493177959,0.5886479430262824,18.940123,19.13325,18.476656
210.08375184008298,2.7474873070449113,13.526656131716878,2.6730415648606893,,,,,19.561462,18.841562,17.45976
210.27109438701066,1.0909658034490075,13.694032665482062,1.2370408836739537,5.26396206296415,2.7346537737685446,-7.735163009517648,2.8910156065513983,20.562796,21.48651,19.196667
210.27028862264936,1.9551175558624214,13.708399539979826,1.829648162025513,,,,,20.621315,20.84866,19.824654
210.40675994339452,0.10120555723405576,13.674550991064535,0.06547145252059562,2.947807635141854,0.2893659682474526,-14.046544488702605,0.1706679568533204,16.169355,16.616154,15.557014
210.17911444367422,0.8752759185232252,13.533101063389468,0.28277987038056146,,,,,18.776415,19.733454,17.711246
210.1836765726403,0.12351828152452292,13.704658898993552,0.10810398416177575,-3.8464208912773046,0.2747919947859816,-7.884453360937261,0.17924142990082897,17.407614,17.753578,16.895185
210.23042676892663,0.027492533465969034,13.597936536271751,0.025725918169654555,-8.022376217057337,0.05967647452187579,5.408960406946097,0.05074301657226586,13.230448,13.585192,12.715145
210.05984037765515,0.2617566495448402,13.702765245467306,0.2721119443683542,-17.75220145382263,0.5966570379388375,-16.84230488827056,0.41038983643535504,18.963034,20.365042,17.78891
210.2787231842978,0.05445953806606532,13.747323989634118,0.048174215957895,-12.20316255768218,0.10670650951892126,-7.618399890011757,0.09358637328701606,16.075975,16.429653,15.547028
210.27870312482503,9.061884656487655,13.573662263187538,3.906503931422089,,,,,21.18734,,
210.14910928244194,1.6912231166777356,13.707693794771652,2.2186744516473786,,,,,20.942278,20.714695,20.273136
210.0607368390373,0.7775511542713652,13.707674578362825,1.0269402667894203,,,,,20.355925,20.601461,19.842321
210.0970638342727,0.41411197315990467,13.628355211017338,0.3778587674988332,-5.498669667499416,0.9207056496525404,-3.186052098415988,0.5934494355039551,19.27605,19.834743,18.48539
210.3382033108023,0.03142463780632677,13.737050464528233,0.022802032290040773,-16.32859629287993,0.07101780718237619,11.542329667155638,0.045365228635832026,13.899657,14.21382,13.409039
210.19977252212712,0.0776809326427515,13.793002050744867,0.06764583585181874,-5.5386865995801,0.15983308770392265,-23.6553976863243,0.1421140312392127,15.80283,16.331354,15.115585
210.2453338561529,0.365558149944487,13.641328703124577,0.3007953513095851,-2.090824404917904,0.78628632473673,-8.160637638385667,0.5621588081176018,19.302774,20.083344,18.338894
210.42743087323882,2.187982290857516,13.65057046049615,2.2105141273104683,,,,,20.865988,20.64948,19.984589
210.23589356863886,0.27342083386186333,13.571706088182914,0.2274471109017221,3.4044403167116477,0.5942352428940196,-0.8645785353413458,0.36907302189413826,15.965417,17.03511,14.879791
210.04599554163786,0.9553018057926461,13.524716867813522,0.8302701927955266,-3.8110423206505573,3.2456653182638173,-14.41112521921258,2.95687358238352,20.665533,21.204994,19.543087
210.30980951362397,0.054833149142458744,13.7708750175694,0.05016883620757511,-13.056014747026516,0.11437275199852602,-16.62640429075828,0.10141381569213812,15.980555,16.909622,15.028713
210.3245866882556,0.15545285884523,13.611736449305056,0.12301513547976294,0.7108217031317317,0.31689003867207344,-7.736206854510634,0.24980450246233574,17.80357,18.042503,17.377893
209.8879329929607,0.026451955429133672,13.543926413845824,0.022278112507304642,-52.09257858597337,0.06335946069943901,11.229947501527024,0.055967509836453724,14.302612,15.25746,13.33717
209.996487238457,0.20339955860263173,13.637705308679548,0.18883881296019245,-4.752540804254861,0.45501018366099744,-20.713974614518293,0.3084956383493472,18.04965,18.796408,17.214325
210.38083630929032,0.825191481223322,13.591246533369414,0.8557769121810124,-5.515298859883834,1.7863599270855064,-6.5995545128211255,2.0862454228886724,20.117954,20.500433,19.17649
210.0623221502367,1.026454899965433,13.647231269840207,1.005925353345468,,,,,20.458977,,
210.3087263755928,0.404198741676475,13.65980132700805,0.33058491665367834,-4.388904948913245,0.8318792907874859,-4.32092269106889,0.6151868188550618,19.371258,19.630024,18.92953
210.26940551656796,0.5378953924832623,13.658198936099845,0.45250289114564796,-3.391927648314157,1.136933106526552,-6.254264338914811,0.8273957043769635,19.787655,20.012585,19.206152
210.09960323443178,0.3497494443684348,13.709709023553904,0.33148304991613,-1.5413886124036713,0.7660122994364447,-4.9867414896101385,0.5410007378481183,18.99561,19.241804,18.547798
210.173124194696,0.06216049992619073,13.657918578964228,0.05646169474978609,16.45683227939147,0.13876943339409162,-38.61993777111907,0.10399185845677163,16.3144,17.057825,15.477011
210.08111060073472,0.48116336409679633,13.666457227754096,0.4416482856433526,-7.030780685161833,1.076886020371235,-3.5038537739364326,0.6828023246597018,19.493366,20.313456,18.435843
210.15470297594618,0.27361305208540715,13.617793613173083,0.26307873234838247,-27.788670730269505,0.6482313950361199,1.126390364469668,0.4726279779114972,18.827713,19.870749,17.712015
210.17512353440875,0.09226950127263178,13.738623945761368,0.0797946413839931,-1.536283327559942,0.18788128551153824,-6.091402637072452,0.14331535102262505,17.213255,17.595455,16.660217
210.11402437573705,0.4479995961065048,13.714392782336251,0.45140692267139143,-7.67538264894541,0.9747225344147152,-1.4451882706484076,0.6842771576089909,19.657463,19.590668,19.073195
210.0649184237619,1.4217106827095667,13.713521828868638,1.9138439185817309,,,,,20.783514,21.223919,19.755363
210.22386321573163,2.973747037839253,13.649820163676143,4.222267562429364,,,,,20.998737,22.19569,20.157349
210.36231205181255,1.1128048815645846,13.712914251510814,1.2293400075365446,-6.967784145963243,2.748491424649971,-0.984975166776229,3.1430416770077505,20.494286,20.689144,20.14253
210.282363700995,1.592723815569215,13.74147618134642,1.593710624282934,-3.1279577217921894,3.3630389229853774,-4.348712845705426,3.42127729393512,20.640558,21.074541,19.289639
210.0986491688855,0.6257477746091443,13.71508826093083,0.6343032870262111,-13.803684770680135,1.3999658310414675,-4.085065638016999,0.9588787012248277,20.106266,20.732964,18.9957
210.32664406940575,0.8102837475557048,13.779719161899543,0.9917652597488499,0.5118104835014415,1.5763317663208245,-1.3156773736783485,1.9755229210467125,20.138083,20.377922,19.605093
209.9726650078865,2.6353717878972764,13.51152466328033,3.0952952164138394,,,,,20.846224,21.078257,19.376131
